timestamp,switch_id,port_no,rx_mbps,tx_mbps,rx_loss,tx_loss,avg_queue_depth,latency_ms
1777605286.1426756,6,3,0.0087,1.6946,0.0,0.0,0,9.1143
1777605286.1426756,6,4,0.004,1.6974,0.0,0.0,0,9.1143
1777605286.1426756,6,5,0.0047,1.698,0.0,0.0,0,9.1143
1777605286.1490042,5,1,1.6972,0.031,0.0,0.0,0,22.6281
1777605286.1490042,5,2,0.0137,1.6961,0.0,0.0,0,22.6281
1777605286.1490042,5,3,0.0137,1.6954,0.0,0.0,0,22.6281
1777605286.1490042,5,4,0.0,1.7098,0.0,0.0,0,22.6281
1777605286.1490042,5,5,0.0007,1.7111,0.0,0.0,0,22.6281
1777605286.1806285,1,1,0.8641,0.8262,0.0,0.0,0,11.6656
1777605286.1806285,1,2,0.8528,0.8278,0.0,0.0,0,11.6656
1777605286.1808355,2,1,0.8508,0.8349,0.0,0.0,0,9.7783
1777605286.1808355,2,2,0.8633,0.8204,0.0,0.0,0,9.7783
1777605286.187877,4,1,0.8231,0.8487,0.0,0.0,0,9.9051
1777605286.187877,4,2,0.8188,0.8563,0.0,0.0,0,9.9051
1777605286.187877,4,3,0.0357,1.6026,0.0,0.0,0,9.9051
1777605286.187877,4,4,0.0304,1.6092,0.0,0.0,0,9.9051
1777605286.1881244,3,1,0.822,0.8556,0.0,0.0,0,8.9316
1777605286.1881244,3,2,0.8323,0.8418,0.0,0.0,0,8.9316
1777605286.1881244,3,3,0.0294,1.6127,0.0,0.0,0,8.9316
1777605286.1881244,3,4,0.0282,1.6139,0.0,0.0,0,8.9316
1777605287.1597037,7,1,1.6042,0.0223,0.0,0.0,0,15.0952
1777605287.1597037,7,2,0.0061,1.6111,0.0,0.0,0,15.0952
1777605287.1597037,7,3,0.0054,1.6118,0.0,0.0,0,15.0952
1777605287.1597037,7,4,0.0054,1.6118,0.0,0.0,0,15.0952
1777605287.1597037,7,5,0.0054,1.6118,0.0,0.0,0,15.0952
1777605287.1600525,8,1,1.6028,0.0231,0.0,0.0,0,15.2621
1777605287.1600525,8,2,0.0061,1.6104,0.0,0.0,0,15.2621
1777605287.1600525,8,3,0.0061,1.6104,0.0,0.0,0,15.2621
1777605287.1600525,8,4,0.0054,1.6111,0.0,0.0,0,15.2621
1777605287.1600525,8,5,0.0054,1.6111,0.0,0.0,0,15.2621
1777605287.1602478,5,1,1.6166,0.0082,0.0,0.0,0,21.8661
1777605287.1602478,5,2,0.0041,1.6165,0.0,0.0,0,21.8661
1777605287.1602478,5,3,0.0041,1.6165,0.0,0.0,0,21.8661
1777605287.1602478,5,4,0.0,1.6206,0.0,0.0,0,21.8661
1777605287.1602478,5,5,0.0,1.6206,0.0,0.0,0,21.8661
1777605287.1604252,6,1,1.6011,0.0238,0.0,0.0,0,15.5272
1777605287.1604252,6,2,0.0054,1.6033,0.0,0.0,0,15.5272
1777605287.1604252,6,3,0.0054,1.6027,0.0,0.0,0,15.5272
1777605287.1604252,6,4,0.0061,1.6027,0.0,0.0,0,15.5272
1777605287.1604252,6,5,0.0061,1.6033,0.0,0.0,0,15.5272
1777605287.1815133,2,1,0.8327,0.8497,0.0,0.0,0,52.6483
1777605287.1815133,2,2,0.8375,0.844,0.0,0.0,0,52.6483
1777605287.2277048,1,1,0.8136,0.7836,0.0,0.0,0,53.4413
1777605287.2277048,1,2,0.816,0.7898,0.0,0.0,0,53.4413
1777605287.2342458,3,1,0.783,0.8143,0.0,0.0,0,60.8978
1777605287.2342458,3,2,0.8135,0.7964,0.0,0.0,0,60.8978
1777605287.2342458,3,3,0.0079,1.5645,0.0,0.0,0,60.8978
1777605287.2342458,3,4,0.0232,1.5512,0.0,0.0,0,60.8978
1777605287.234509,4,1,0.7897,0.8163,0.0,0.0,0,59.6175
1777605287.234509,4,2,0.8004,0.7994,0.0,0.0,0,59.6175
1777605287.234509,4,3,0.0217,1.5511,0.0,0.0,0,59.6175
1777605287.234509,4,4,0.0224,1.5497,0.0,0.0,0,59.6175
1777605288.1648264,6,1,1.6662,0.0164,0.0,0.0,0,23.9038
1777605288.1648264,6,2,0.0041,1.6805,0.0,0.0,0,23.9038
1777605288.1648264,6,3,0.0041,1.6805,0.0,0.0,0,23.9038
1777605288.1648264,6,4,0.0041,1.6805,0.0,0.0,0,23.9038
1777605288.1648264,6,5,0.0034,1.6805,0.0,0.0,0,23.9038
1777605288.1651404,5,1,1.6736,0.0082,0.0,0.0,0,23.4203
1777605288.1651404,5,2,0.0041,1.6797,0.0,0.0,0,23.4203
1777605288.1651404,5,3,0.0041,1.6797,0.0,0.0,0,23.4203
1777605288.1651404,5,4,0.0,1.6838,0.0,0.0,0,23.4203
1777605288.1651404,5,5,0.0,1.6838,0.0,0.0,0,23.4203
1777605288.165314,7,1,1.6639,0.0164,0.0,0.0,0,23.0541
1777605288.165314,7,2,0.0041,1.6713,0.0,0.0,0,23.0541
1777605288.165314,7,3,0.0041,1.6713,0.0,0.0,0,23.0541
1777605288.165314,7,4,0.0041,1.6713,0.0,0.0,0,23.0541
1777605288.165314,7,5,0.0041,1.6713,0.0,0.0,0,23.0541
1777605288.1718578,8,1,1.6625,0.0163,0.0,0.0,0,23.2284
1777605288.1718578,8,2,0.0041,1.6631,0.0,0.0,0,23.2284
1777605288.1718578,8,3,0.0041,1.6631,0.0,0.0,0,23.2284
1777605288.1718578,8,4,0.0041,1.6631,0.0,0.0,0,23.2284
1777605288.1718578,8,5,0.0041,1.6631,0.0,0.0,0,23.2284
1777605288.2043095,2,1,0.8458,0.8291,0.0,0.0,0,44.6901
1777605288.2043095,2,2,0.8473,0.8271,0.0,0.0,0,44.6901
1777605288.2668707,1,1,0.8262,0.8206,0.0,0.0,0,90.8933
1777605288.2668707,1,2,0.8338,0.814,0.0,0.0,0,90.8933
1777605288.2671072,3,1,0.8249,0.8326,0.0,0.0,0,97.5232
1777605288.2671072,3,2,0.821,0.8355,0.0,0.0,0,97.5232
1777605288.2671072,3,3,0.008,1.6362,0.0,0.0,0,97.5232
1777605288.2671072,3,4,0.016,1.6282,0.0,0.0,0,97.5232
1777605288.2736986,4,1,0.8146,0.8338,0.0,0.0,0,97.6121
1777605288.2736986,4,2,0.8148,0.8326,0.0,0.0,0,97.6121
1777605288.2736986,4,3,0.0159,1.6187,0.0,0.0,0,97.6121
1777605288.2736986,4,4,0.0159,1.6187,0.0,0.0,0,97.6121
1777605289.1708019,6,1,1.6923,0.0163,0.0,0.0,0,21.3993
1777605289.1708019,6,2,0.0047,1.7087,0.0,0.0,0,21.3993
1777605289.1708019,6,3,0.0047,1.7081,0.0,0.0,0,21.3993
1777605289.1708019,6,4,0.0034,1.7088,0.0,0.0,0,21.3993
1777605289.1708019,6,5,0.0041,1.7081,0.0,0.0,0,21.3993
1777605289.1713328,8,1,1.6998,0.0136,0.0,0.0,0,28.1253
1777605289.1713328,8,2,0.0041,1.7183,0.0,0.0,0,28.1253
1777605289.1713328,8,3,0.0034,1.719,0.0,0.0,0,28.1253
1777605289.1713328,8,4,0.0034,1.7197,0.0,0.0,0,28.1253
1777605289.1713328,8,5,0.0034,1.7197,0.0,0.0,0,28.1253
1777605289.1715865,7,1,1.696,0.0115,0.0,0.0,0,21.5099
1777605289.1715865,7,2,0.0034,1.7086,0.0,0.0,0,21.5099
1777605289.1715865,7,3,0.004,1.7086,0.0,0.0,0,21.5099
1777605289.1715865,7,4,0.0034,1.7086,0.0,0.0,0,21.5099
1777605289.1715865,7,5,0.004,1.7081,0.0,0.0,0,21.5099
1777605289.1786957,5,1,1.6955,0.0098,0.0,0.0,0,21.3315
1777605289.1786957,5,2,0.0041,1.6939,0.0,0.0,0,21.3315
1777605289.1786957,5,3,0.0046,1.6933,0.0,0.0,0,21.3315
1777605289.1786957,5,4,0.0006,1.6979,0.0,0.0,0,21.3315
1777605289.1786957,5,5,0.0006,1.6968,0.0,0.0,0,21.3315
1777605289.2054513,2,1,0.864,0.8707,0.0,0.0,0,60.4863
1777605289.2054513,2,2,0.8601,0.861,0.0,0.0,0,60.4863
1777605289.2745867,4,1,0.8492,0.8781,0.0,0.0,0,130.0046
1777605289.2745867,4,2,0.8647,0.8651,0.0,0.0,0,130.0046
1777605289.2745867,4,3,0.0136,1.7052,0.0,0.0,0,130.0046
1777605289.2745867,4,4,0.0143,1.7064,0.0,0.0,0,130.0046
1777605289.281212,3,1,0.8488,0.865,0.0,0.0,0,123.3273
1777605289.281212,3,2,0.8588,0.8536,0.0,0.0,0,123.3273
1777605289.281212,3,3,0.0098,1.6844,0.0,0.0,0,123.3273
1777605289.281212,3,4,0.0162,1.6773,0.0,0.0,0,123.3273
1777605289.2814465,1,1,0.8693,0.8504,0.0,0.0,0,123.1155
1777605289.2814465,1,2,0.8737,0.8426,0.0,0.0,0,123.1155
1777605290.1725008,6,1,1.6134,0.0127,0.0,0.0,0,24.3652
1777605290.1725008,6,2,0.0027,1.6221,0.0,0.0,0,24.3652
1777605290.1725008,6,3,0.0027,1.6227,0.0,0.0,0,24.3652
1777605290.1725008,6,4,0.0027,1.6232,0.0,0.0,0,24.3652
1777605290.1725008,6,5,0.0033,1.6227,0.0,0.0,0,24.3652
1777605290.172803,7,1,1.6128,0.016,0.0,0.0,0,24.761
1777605290.172803,7,2,0.0033,1.6208,0.0,0.0,0,24.761
1777605290.172803,7,3,0.0027,1.6208,0.0,0.0,0,24.761
1777605290.172803,7,4,0.004,1.6208,0.0,0.0,0,24.761
1777605290.172803,7,5,0.0034,1.6213,0.0,0.0,0,24.761
1777605290.1729965,8,1,1.612,0.0154,0.0,0.0,0,24.5516
1777605290.1729965,8,2,0.0033,1.6214,0.0,0.0,0,24.5516
1777605290.1729965,8,3,0.0034,1.6213,0.0,0.0,0,24.5516
1777605290.1729965,8,4,0.004,1.6201,0.0,0.0,0,24.5516
1777605290.1729965,8,5,0.0033,1.6207,0.0,0.0,0,24.5516
1777605290.1793299,5,1,1.6211,0.0066,0.0,0.0,0,32.2218
1777605290.1793299,5,2,0.0033,1.6238,0.0,0.0,0,32.2218
1777605290.1793299,5,3,0.0028,1.6244,0.0,0.0,0,32.2218
1777605290.1793299,5,4,0.0,1.6266,0.0,0.0,0,32.2218
1777605290.1793299,5,5,0.0,1.6277,0.0,0.0,0,32.2218
1777605290.2337568,2,1,0.7997,0.7895,0.0,0.0,0,57.5299
1777605290.2337568,2,2,0.807,0.7918,0.0,0.0,0,57.5299
1777605290.307665,1,1,0.8021,0.7967,0.0,0.0,0,134.4988
1777605290.307665,1,2,0.7982,0.7907,0.0,0.0,0,134.4988
1777605290.307859,3,1,0.7978,0.8051,0.0,0.0,0,134.4583
1777605290.307859,3,2,0.7908,0.803,0.0,0.0,0,134.4583
1777605290.307859,3,3,0.0065,1.5801,0.0,0.0,0,134.4583
1777605290.307859,3,4,0.0124,1.5742,0.0,0.0,0,134.4583
1777605290.3080108,4,1,0.7925,0.7998,0.0,0.0,0,126.4729
1777605290.3080108,4,2,0.7879,0.801,0.0,0.0,0,126.4729
1777605290.3080108,4,3,0.0142,1.5623,0.0,0.0,0,126.4729
1777605290.3080108,4,4,0.0143,1.5623,0.0,0.0,0,126.4729
1777605291.1796815,6,1,1.578,0.0115,0.0,0.0,0,21.7509
1777605291.1796815,6,2,0.0027,1.588,0.0,0.0,0,21.7509
1777605291.1796815,6,3,0.0027,1.588,0.0,0.0,0,21.7509
1777605291.1796815,6,4,0.0033,1.5875,0.0,0.0,0,21.7509
1777605291.1796815,6,5,0.0027,1.588,0.0,0.0,0,21.7509
1777605291.1799953,7,1,1.5793,0.0082,0.0,0.0,0,21.9197
1777605291.1799953,7,2,0.002,1.5901,0.0,0.0,0,21.9197
1777605291.1799953,7,3,0.002,1.5901,0.0,0.0,0,21.9197
1777605291.1799953,7,4,0.0014,1.5901,0.0,0.0,0,21.9197
1777605291.1799953,7,5,0.0014,1.5901,0.0,0.0,0,21.9197
1777605291.180166,8,1,1.5788,0.0081,0.0,0.0,0,22.084
1777605291.180166,8,2,0.0027,1.5921,0.0,0.0,0,22.084
1777605291.180166,8,3,0.0026,1.5915,0.0,0.0,0,22.084
1777605291.180166,8,4,0.0014,1.5928,0.0,0.0,0,22.084
1777605291.180166,8,5,0.002,1.5921,0.0,0.0,0,22.084
1777605291.1869035,5,1,1.5834,0.0055,0.0,0.0,0,28.5113
1777605291.1869035,5,2,0.0027,1.5874,0.0,0.0,0,28.5113
1777605291.1869035,5,3,0.0027,1.5874,0.0,0.0,0,28.5113
1777605291.1869035,5,4,0.0,1.5901,0.0,0.0,0,28.5113
1777605291.1869035,5,5,0.0,1.5901,0.0,0.0,0,28.5113
1777605291.2517,2,1,0.7972,0.7941,0.0,0.0,0,82.2401
1777605291.2517,2,2,0.8052,0.7834,0.0,0.0,0,82.2401
1777605291.3106158,4,1,0.7918,0.8074,0.0,0.0,0,156.2119
1777605291.3106158,4,2,0.7933,0.8126,0.0,0.0,0,156.2119
1777605291.3106158,4,3,0.0075,1.5866,0.0,0.0,0,156.2119
1777605291.3106158,4,4,0.0081,1.586,0.0,0.0,0,156.2119
1777605291.3177602,3,1,0.7912,0.7978,0.0,0.0,0,156.9428
1777605291.3177602,3,2,0.799,0.8044,0.0,0.0,0,156.9428
1777605291.3177602,3,3,0.0055,1.5798,0.0,0.0,0,156.9428
1777605291.3177602,3,4,0.0115,1.5738,0.0,0.0,0,156.9428
1777605291.318013,1,1,0.8035,0.7922,0.0,0.0,0,156.7652
1777605291.318013,1,2,0.805,0.7939,0.0,0.0,0,156.7652
1777605292.1818786,8,1,1.6581,0.0096,0.0,0.0,0,23.0813
1777605292.1818786,8,2,0.0014,1.6626,0.0,0.0,0,23.0813
1777605292.1818786,8,3,0.0021,1.6626,0.0,0.0,0,23.0813
1777605292.1818786,8,4,0.0027,1.6619,0.0,0.0,0,23.0813
1777605292.1818786,8,5,0.0027,1.6619,0.0,0.0,0,23.0813
1777605292.1821692,7,1,1.6574,0.011,0.0,0.0,0,24.4906
1777605292.1821692,7,2,0.0027,1.6632,0.0,0.0,0,24.4906
1777605292.1821692,7,3,0.0027,1.6632,0.0,0.0,0,24.4906
1777605292.1821692,7,4,0.0027,1.6632,0.0,0.0,0,24.4906
1777605292.1821692,7,5,0.0027,1.6632,0.0,0.0,0,24.4906
1777605292.1823366,6,1,1.6594,0.011,0.0,0.0,0,24.3456
1777605292.1823366,6,2,0.0027,1.6617,0.0,0.0,0,24.3456
1777605292.1823366,6,3,0.0027,1.6617,0.0,0.0,0,24.3456
1777605292.1823366,6,4,0.0027,1.6617,0.0,0.0,0,24.3456
1777605292.1823366,6,5,0.0027,1.6617,0.0,0.0,0,24.3456
1777605292.188483,5,1,1.6647,0.0055,0.0,0.0,0,31.4765
1777605292.188483,5,2,0.0027,1.6635,0.0,0.0,0,31.4765
1777605292.188483,5,3,0.0027,1.6635,0.0,0.0,0,31.4765
1777605292.188483,5,4,0.0,1.6662,0.0,0.0,0,31.4765
1777605292.188483,5,5,0.0,1.6662,0.0,0.0,0,31.4765
1777605292.2497735,2,1,0.8406,0.8329,0.0,0.0,0,94.6348
1777605292.2497735,2,2,0.8402,0.8372,0.0,0.0,0,94.6348
1777605292.3194149,4,1,0.8222,0.8432,0.0,0.0,0,153.6036
1777605292.3194149,4,2,0.8325,0.8361,0.0,0.0,0,153.6036
1777605292.3194149,4,3,0.0109,1.6466,0.0,0.0,0,153.6036
1777605292.3194149,4,4,0.0095,1.6466,0.0,0.0,0,153.6036
1777605292.3259244,1,1,0.8335,0.8336,0.0,0.0,0,161.2024
1777605292.3259244,1,2,0.8442,0.8223,0.0,0.0,0,161.2024
1777605292.3260615,3,1,0.8332,0.8338,0.0,0.0,0,162.3459
1777605292.3260615,3,2,0.8265,0.8313,0.0,0.0,0,162.3459
1777605292.3260615,3,3,0.0055,1.6535,0.0,0.0,0,162.3459
1777605292.3260615,3,4,0.0109,1.6501,0.0,0.0,0,162.3459
1777605293.2098048,8,1,1.7285,0.0107,0.0,0.0,0,21.8172
1777605293.2098048,8,2,0.0027,1.7399,0.0,0.0,0,21.8172
1777605293.2098048,8,3,0.0027,1.7399,0.0,0.0,0,21.8172
1777605293.2098048,8,4,0.0027,1.7399,0.0,0.0,0,21.8172
1777605293.2098048,8,5,0.0027,1.7399,0.0,0.0,0,21.8172
1777605293.2100842,7,1,1.7285,0.0107,0.0,0.0,0,22.0172
1777605293.2100842,7,2,0.0027,1.7399,0.0,0.0,0,22.0172
1777605293.2100842,7,3,0.0027,1.7399,0.0,0.0,0,22.0172
1777605293.2100842,7,4,0.0027,1.7399,0.0,0.0,0,22.0172
1777605293.2100842,7,5,0.0027,1.7399,0.0,0.0,0,22.0172
1777605293.2102509,6,1,1.7293,0.0067,0.0,0.0,0,22.2189
1777605293.2102509,6,2,0.0013,1.7402,0.0,0.0,0,22.2189
1777605293.2102509,6,3,0.0013,1.7402,0.0,0.0,0,22.2189
1777605293.2102509,6,4,0.002,1.7395,0.0,0.0,0,22.2189
1777605293.2102509,6,5,0.002,1.7395,0.0,0.0,0,22.2189
1777605293.2104492,5,1,1.7354,0.0034,0.0,0.0,0,28.3883
1777605293.2104492,5,2,0.002,1.7522,0.0,0.0,0,28.3883
1777605293.2104492,5,3,0.002,1.7515,0.0,0.0,0,28.3883
1777605293.2104492,5,4,0.0,1.7536,0.0,0.0,0,28.3883
1777605293.2104492,5,5,0.0,1.7536,0.0,0.0,0,28.3883
1777605293.297352,2,1,0.8621,0.8514,0.0,0.0,0,88.5284
1777605293.297352,2,2,0.8711,0.8487,0.0,0.0,0,88.5284
1777605293.3514266,1,1,0.8735,0.868,0.0,0.0,0,165.7178
1777605293.3514266,1,2,0.8755,0.8791,0.0,0.0,0,165.7178
1777605293.3516052,3,1,0.8713,0.8789,0.0,0.0,0,165.9007
1777605293.3516052,3,2,0.8697,0.8813,0.0,0.0,0,165.9007
1777605293.3516052,3,3,0.0034,1.7394,0.0,0.0,0,165.9007
1777605293.3516052,3,4,0.0067,1.7347,0.0,0.0,0,165.9007
1777605293.351774,4,1,0.8766,0.8731,0.0,0.0,0,158.0069
1777605293.351774,4,2,0.8571,0.8793,0.0,0.0,0,158.0069
1777605293.351774,4,3,0.0107,1.7204,0.0,0.0,0,158.0069
1777605293.351774,4,4,0.0107,1.7204,0.0,0.0,0,158.0069
1777605294.218661,6,1,1.7338,0.0096,0.0,0.0,0,20.9095
1777605294.218661,6,2,0.0027,1.7425,0.0,0.0,0,20.9095
1777605294.218661,6,3,0.0027,1.7425,0.0,0.0,0,20.9095
1777605294.218661,6,4,0.002,1.7432,0.0,0.0,0,20.9095
1777605294.218661,6,5,0.002,1.7432,0.0,0.0,0,20.9095
1777605294.218953,5,1,1.7391,0.0048,0.0,0.0,0,20.8132
1777605294.218953,5,2,0.002,1.7425,0.0,0.0,0,20.8132
1777605294.218953,5,3,0.002,1.7432,0.0,0.0,0,20.8132
1777605294.218953,5,4,0.0,1.7452,0.0,0.0,0,20.8132
1777605294.218953,5,5,0.0,1.7452,0.0,0.0,0,20.8132
1777605294.2191284,8,1,1.7348,0.0109,0.0,0.0,0,20.2715
1777605294.2191284,8,2,0.0027,1.739,0.0,0.0,0,20.2715
1777605294.2191284,8,3,0.0027,1.739,0.0,0.0,0,20.2715
1777605294.2191284,8,4,0.0027,1.739,0.0,0.0,0,20.2715
1777605294.2191284,8,5,0.0027,1.739,0.0,0.0,0,20.2715
1777605294.2193003,7,1,1.735,0.0109,0.0,0.0,0,20.4608
1777605294.2193003,7,2,0.0027,1.7392,0.0,0.0,0,20.4608
1777605294.2193003,7,3,0.0027,1.7392,0.0,0.0,0,20.4608
1777605294.2193003,7,4,0.0027,1.7392,0.0,0.0,0,20.4608
1777605294.2193003,7,5,0.0027,1.7392,0.0,0.0,0,20.4608
1777605294.3302937,2,1,0.8597,0.8578,0.0,0.0,0,107.7189
1777605294.3302937,2,2,0.8547,0.8546,0.0,0.0,0,107.7189
1777605294.3904185,1,1,0.8572,0.845,0.0,0.0,0,161.7999
1777605294.3904185,1,2,0.8501,0.8463,0.0,0.0,0,161.7999
1777605294.3905993,3,1,0.843,0.8585,0.0,0.0,0,161.9925
1777605294.3905993,3,2,0.8528,0.8507,0.0,0.0,0,161.9925
1777605294.3905993,3,3,0.0046,1.688,0.0,0.0,0,161.9925
1777605294.3905993,3,4,0.0093,1.6828,0.0,0.0,0,161.9925
1777605294.396593,4,1,0.8435,0.8454,0.0,0.0,0,162.0936
1777605294.396593,4,2,0.8436,0.8463,0.0,0.0,0,162.0936
1777605294.396593,4,3,0.0105,1.6759,0.0,0.0,0,162.0936
1777605294.396593,4,4,0.0105,1.6759,0.0,0.0,0,162.0936
1777605295.2270203,8,1,1.7176,0.0055,0.0,0.0,0,20.9599
1777605295.2270203,8,2,0.0014,1.7235,0.0,0.0,0,20.9599
1777605295.2270203,8,3,0.0014,1.7235,0.0,0.0,0,20.9599
1777605295.2270203,8,4,0.0014,1.7235,0.0,0.0,0,20.9599
1777605295.2270203,8,5,0.0014,1.7235,0.0,0.0,0,20.9599
1777605295.227292,7,1,1.7174,0.0055,0.0,0.0,0,21.1649
1777605295.227292,7,2,0.0014,1.7233,0.0,0.0,0,21.1649
1777605295.227292,7,3,0.0014,1.7233,0.0,0.0,0,21.1649
1777605295.227292,7,4,0.0014,1.7233,0.0,0.0,0,21.1649
1777605295.227292,7,5,0.0014,1.7233,0.0,0.0,0,21.1649
1777605295.227455,5,1,1.7215,0.0055,0.0,0.0,0,20.8035
1777605295.227455,5,2,0.0027,1.7181,0.0,0.0,0,20.8035
1777605295.227455,5,3,0.0027,1.7181,0.0,0.0,0,20.8035
1777605295.227455,5,4,0.0,1.7209,0.0,0.0,0,20.8035
1777605295.227455,5,5,0.0,1.7209,0.0,0.0,0,20.8035
1777605295.2276123,6,1,1.7173,0.0109,0.0,0.0,0,20.8983
1777605295.2276123,6,2,0.0027,1.7175,0.0,0.0,0,20.8983
1777605295.2276123,6,3,0.0027,1.7175,0.0,0.0,0,20.8983
1777605295.2276123,6,4,0.0027,1.7175,0.0,0.0,0,20.8983
1777605295.2276123,6,5,0.0027,1.7175,0.0,0.0,0,20.8983
